Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,iSell__OSKeyID__c,TASKRAY__trOnboardingEndDate__c,TASKRAY__trOnboardingStartDate__c,TASKRAY__trCustomerOnboardingScore__c,TASKRAY__trDesiredOutcomes__c
0015000000J2YB9AAN,0,,Oracle Corporation,Customer,000000000000000AAA,500 Oracle Parkway,Redwood City,CA,94065,,,,,500 Oracle Parkway,Redwood City,CA,94065,,,,,(650) 506-7000,,A,oracle.com,,,40000000000,100000,Public,,,,,00550000000vRURAA2,4/4/2007 17:37,00550000000vRURAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,7/12/2010 0:00,,,,,,,,,
0015000000J2s44AAB,0,,"Aeroflex, Inc.",Customer,000000000000000AAA,10200 W. York Street,"Wichita, KS  67215",NY,11803,,,,,,,,,,,,,(316) 529-5575,(316) 529-5391,1,aeroflex.com,,,550000000,,,,,,,00550000000vRURAA2,4/5/2007 21:30,00550000000vRURAA2,6/17/2014 17:11,00550000000vRURAA2,7/16/2016 10:43,,,,,,,,,,
0015000000JxdeEAAR,0,,Pelco,Prospect,000000000000000AAA,3500 Pelco Way,Clovis,CA,93612,,,,,,,,,,,,,(800) 289-9100,,A,www.pelco.com,,Electronics,,,Private,,"Pelco is a world leader in the design, development and manufacture of video security systems and supporting equipment. With a long and prestigious history of offering high-quality products and exceptional customer service, Pelco has become the most sought after product supplier in the industry.  Operating from the largest manufacturing complex of these products in the world. Pelco produces a complete offering of cameras, enclosures, positioning systems, network video products, matrix systems, digital video recorders and other video security electronics products in the never-ending pursuit of achieving 100-percent satisfaction for its customers.  Respected as a major product innovator, Pelco manufactures a large number of special equipment items as well, including IP and network-based video systems, digital video recorders, and a wide range of award-winning camera positioning and systems. Pelco produces the industry-acclaimed Spectra®, Camclosure® and Endura® product lines, to name a few.  Pelco constantly strives to maintain its position as the most reliable manufacturer in the industry. And to that end, the company has established an impressive array of customer service programs including: Guaranteed Ship Dates, 24-hour Technical Assistance, and 24-hour Turnaround on Replacement Parts and Repairs, to name a few.  Above all else, Pelco attributes its great success and robust growth to the company¹s ability to provide courteous, on-time service and dependable products.  From its impressive manufacturing facility located in Central California and through a responsive global network of sales representatives, Pelco continues to offer new technologies, products, and services that constantly confirm the company¹s position as the security industry¹s premier video security systems and equipment manufacturer.",,,00550000000vRUNAA2,5/16/2007 21:20,00550000000vRURAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,2/23/2009 0:00,,,,,,,,,
0015000000Jy32rAAB,0,,iWatt,Prospect,000000000000000AAA,101 Albright Way,Los Gatos,CA,95032,,,,,,,,,,,,,(408) 374-4200,,,www.iwatt.com,,Electronics,,,Private,,"Founded in 2000, iWatt designs, develops and manufactures power supply control ICs. iWatt technology delivers improvements in size, cost and efficiency that have previously been unattainable without adaptive digital control technology. The company?s patented techniques set a new standard in power supply performance by dramatically reducing component count for lower cost and improved reliability. The iWatt team has made a major breakthrough in power supply control by using digital algorithms to replace traditional analog control solutions. One key aspect of the iWatt design is that AC/DC adapters have become easy to design, debug and manufacture. iWatt is currently working with market leaders in notebook computer, flat panel display and portable device arenas to develop high density, low cost AC/DC power supplies.  iWatt is also a leading provider of Analog Front Ends (AFE) for Digital Displays, Portable Audio/Video and Wireless applications. Using our portfolio of advanced data converter technology, high-speed mixed analog solutions and transistor level expertise, iWatt's products enable high bandwidth analog interface and data transfer for Flat Panel Displays, LCD TV, PDAs, Digital Cameras, Video Game Systems and Wireless Appliances. Our technologies are typically licensed as Analog Silicon Intellectual Property (ASIP) modules in hard-layout macro formats.  IKOR an iWatt company, designs high performance, high efficiency and power density, including sub-one volt, high-current supplies and isolated and non-isolated DC-DC converter modules. IKOR's proprietary coupled inductor multi-phase DC-DC converter topology and can be used in both VRD and module VRM applications.",,,00550000000vRURAA2,5/17/2007 21:15,00550000000vRURAA2,5/17/2007 21:20,00550000000vRURAA2,6/11/2007 18:09,,,,,,,,,,
0015000000JyshVAAR,0,,PDL BioPharma,Prospect,000000000000000AAA,,,,,,,,,,,,,,,,,,,,,,Healthcare,,,,,,,,0055000000139EwAAI,5/22/2007 16:26,00550000000vRURAA2,6/17/2014 19:15,00550000000vRURAA2,6/17/2014 19:15,,,,,,,,,,
0015000000KONGIAA5,0,,Triton ATM,Prospect,000000000000000AAA,522 E. Railroad St.,Long Beach,MS,39560,,,,,,,,,,,,,(228) 868-1317,,,tritonatm.com,,Manufacturing,,,Subsidiary,,"Triton is headquartered in Long Beach, Mississippi with offices throughout the United States and worldwide including Canada, United Kingdom, Australia and Hong Kong.  Founded in 1979, Triton is a pioneer of the highest quality and most cost-effective technological products in the world. Since 1994, we have become one of the largest manufacturers of ATMs with over 158,000 installations in more than 24 countries, a worldwide leader in the design and manufacture of innovative ATM products and solutions. Known for our reliable and serviceable units, we also enjoy the support and strength of The Dover Corporation, an organization with annual revenues of over $5.5 billion.  Triton enjoys strong brand recognition in the United States, United Kingdom, Australia, South Africa and Canada. Our brand strength is based on a clear and concise philosophy promoted carefully in every market and country we serve.  In a move to enhance service and support operations in the European ATM market, Triton has acquired the ATM estate, repair and warehousing operations of InfoCash.  This acquisition is part of Triton?s long-term strategy to build on their global success in the ATM industry and provide high-quality, cost-effective ATM equipment, processing and service for the ATM market.  Triton will continue to sell ATM solutions for the retail market exclusively through IAD (Independent ATM Deployer) partners.  The March 2006 acquisition enabled Triton to provide direct in-country warehousing, parts, repair and technical service related support for all of their products.  It will offer further in-country support services for IADs to grow their retail ATM business.  For the most reliable and highest quality ATMs, nothing beats a Triton. We build them from the ground up to provide the lowest total cost of ownership in the marketplace. Triton continues to set new standards with innovative features and support after the sale. Additionally, Triton is known throughout the industry as a leader in the area of regulatory compliance. We make sure our machines meet all current and proposed regulations, so compliance will never be an issue. We simply have the total ATM solution.  With a sleek look and a small footprint, Triton ATMs are known for ease of servicing and the least amount of downtime of any ATMs. You can count on our friendly and knowledgeable tech support call center to resolve technical issues that may arise. Thanks to superior engineering, Triton ATMs average less than one service call per year per ATM, with more than 90 percent of all technical difficulties reported resolved by telephone.  Triton has been a trusted name in the business world, providing reliable and affordable products, for more than 20 years. Today, Triton stands behind a complete line of ATM products specifically designed for the needs of financial institutions and retail locations.  Extraordinary technology. Extraordinarily useful.  Since our founding in 1979, Triton has been known for it innovations. In the early days of our company, we developed and built remarkable scientific equipment for demanding clients like Exxon, General Electric, Magnavox, and the U.S. Navy. They learned that Triton not only has the technological know-how to solve problems, but also has a rare passion for developing technology that makes sense ? solutions that are as practical and affordable as they are sophisticated.  So it?s no wonder the banking industry turned to Triton in 1985 for the development of the world?s first battery powered and completely portable device for training consumers on an all-new technology: Automated Teller Machines. The ATMjr. helped spur a revolution in the banking industry, and it?s still used in more than 1,800 financial institutions worldwide.  We proved to be such a good fit with the financial industry that over the next few years, we began to focus exclusively on financial services. Almost immediately, we began to deliver innovations that changed the industry.  Triton ATMjr. Plus CASIn 1989, Triton developed CAS, the Card Activation System that allows financial institutions to instantly issue ATM cards with custom PINs. Combined with the ATMjr., the technology provided a powerful automated training aid and instant issue solution.  In 1992, we pioneered in-store cash withdrawals with the introduction of the Scrip terminal, a machine that allows a store?s customers to use an ATM card to generate a voucher that is redeemable for cash at the register. Soon, thousands of Scrip terminals were installed across the country in convenience stores and casinos providing the consumer with a new outlet for making cash withdrawals.  Triton SuperScrip TerminalIn 1994, consumers? need to access their funds through easy and quick cash withdrawals led Triton to develop a revolutionary small, convenient, and affordable ATM. Few in the industry were prepared for the impact that the Triton 9500 series cash dispenser would have. ATMs were now a practical possibility for countless non-bank locations.  In 1997, Triton launched the 9600 series. The machine incorporated a number of ways to help retailers build ATM traffic including an all-new compelling design that allows high-visibility signage and a color screen. Popularity skyrocketed and in 1999, Triton became the second largest ATM manufacturer in the United States, carving a permanent niche in the off-premise market. To date, close to 50,000 Triton 9600 units have been shipped to off-premise locations worldwide.  Triton not only has the technological know-how to solve problems, but also has a rare passion for developing solutions that are as practical and affordable as they are sophisticated.  In 2000, Triton was acquired by Dover Corporation. Dover, an organization with annual revenues $4 billion, is known as a manufacturer of a wide range of proprietary products and components for industrial and commercial use. The Dover philosophy is to acquire businesses that are focused on product quality, innovation, and exceptional customer service with strong management teams in place.  In 2002, Triton surprised the industry again with the development of software solutions that enabled both new and existing Triton ATMs to be capable of numerous popular consumer transactions including the ability to send and receive money transfers, buy prepaid wireless phone minutes, and cash government and payroll checks.  It?s easy to see why Triton is known today as the leading provider of ATMs for off-premise locations. The company has honed its remarkable technology prowess, but ?most important? never lost sight of the fact that affordability, usability, and practicality are as important as technology.  The Triton Advantage  The advantages of owning a Triton ATM begin at the design phase of every product. Our goal is simple?to ensure that you reach the biggest return possible on your investment. This ?maximum return? philosophy has made Triton one the largest off-premise ATM manufacturers in the world, with ATMs ideally suited for financial institutions and retail environments.  Of course, our low-cost, quality ATMs are developed with ease of servicing in mind. And you can see our dedication to reliability in every Triton dispensing mechanism.  With over 158,000 ATMs shipped to 24 countries worldwide, Triton is known for reliable and serviceable units. Thanks to superior engineering, Triton ATMs average less than one service call per year per ATM.  All of Triton?s endeavors are complemented by our parent company, Dover Corporation. This organization has annual revenues of $5 billion and is known as the manufacturer of a wide range of proprietary products and components for industrial and commercial use. Triton maintains this philosophy and takes it one step further in developing products that provide the lowest total cost of ownership in the market today. We?re aware of what customers will experience when servicing or upgrading ATMs and keep that in mind when designing Triton products. We make every effort to further reduce your overhead and increase the revenue generated by your Triton ATMs.  As the industry continues to face more stringent compliance mandates, we feel it?s important to fully understand these implications and quickly make necessary changes for new and existing ATMs. That?s why Triton was the first manufacturer to possess talking ATMs and to meet the triple DES mandate. Both of these features are standard on every model that Triton makes, along with cost-effective, easy-to-install upgrade packages for existing Triton ATMs. Should your Triton ATM not be upgradeable, we offer ?trade-up? units that allow you to extend the life of your original investment.  The Triton Advantage doesn?t stop there. With over 158,000 ATMs shipped to 24 countries worldwide, Triton is known for reliable and serviceable units. Thanks to superior engineering, Triton ATMs average less than one service call per year per ATM. Additionally; more than 90 % of all technical difficulties reported are resolved by telephone. Triton ATMs are famous for their reliability and longevity. Furthermore, we stand behind our ATMs with a large parts inventory. We also offer an extremely thorough education for both the novice and professional, arming you with knowledge to service your own ATM. If you manage a large estate, Triton offers cutting edge ATM monitoring software that puts you in complete control of your ATMs from a personal computer. Our goal is for your ATMs to be trouble free and this monitoring makes it possible.  Triton is committed to providing your products in a timely manner. With options such as same-day shipping and web ordering, Triton is prepared to meet your needs. Each ATM we ship is guaranteed with a 13-month warranty covering every part of the unit. The continued quality of our products is ensured through the utilization of a Quality Management System focused on customer satisfaction and continuous improvement, an ISO 9001:2000 certified manufacturing facility.",,,00550000000vRURAA2,6/13/2007 17:54,00550000000vRURAA2,6/13/2007 18:00,00550000000vRURAA2,6/13/2007 18:00,,,,,,,,,,
0015000000LiQSJAA3,0,,Electric Power Research Institute - EPRI,Prospect,000000000000000AAA,3420 Hillview Ave.,Palo Alto,CA,94304,,,,,,,,,,,,,(650) 855-2000,,,www.epri.com,,Energy,285000000,891,Private,,"The Electric Power Research Institute (EPRI) knows there's more to electricity than putting a plug in a socket. Composed of investor-owned and government-owned utility companies and other industry representatives, the group is a not-for-profit research consortium that organizes and funds collaborative research. EPRI works on issues related to electricity generation, delivery, and use, including questions related to environmental protection. The organization has offices in China, Japan, and Spain as well as in the US; more than 10% of its members are from outside the US. EPRI was founded in 1973.",Warm,,00550000000vRUNAA2,10/25/2007 16:47,00550000000vRURAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,3/5/2008 0:00,,,,,,,,,
0015000000LlugeAAB,0,,Aldea Children and Family Services,Customer,000000000000000AAA,PO Box 841,Napa,CA,94558,,,,,,,,,,,,,(707) 224-8266,,1,,,,,120,Private,,Not for Profit agency providing mental health and social services for children in Napa and Solano counties.,,,00550000000vRURAA2,12/19/2007 23:03,00550000000vRURAA2,6/17/2014 16:32,00550000000vRURAA2,6/17/2014 16:32,,,,,,,,,,
0015000000MIqkKAAT,0,,"Xtent, Inc",Prospect,000000000000000AAA,250 Constitution Dr,Menlo Park,CA,94025,,,,,,,,,,,,,,,,www.xtentinc.com,,Manufacturing,,,,,",",,,00550000000vRUNAA2,2/5/2008 0:47,00550000000vRUqAAM,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,11/14/2009 0:00,,,,,,,,,
0015000000Mbn0bAAB,0,,Calibre International,Customer,000000000000000AAA,,,,,,,,,,,,,,,,,,,,http://www.highcaliberline.com/,,Manufacturing,,,,,"Calibre International offers a variety of unique promotional products perfect to meet your marketing and promotional needs. We create lasting brand recognition with our high quality imprinted and engraved products. With our new Digital Printing Process, enjoy virtually limitless possibilities when it comes to customization of multi-colored logos and personal messages. Make your next tradeshow or special event a success with customized, imprinted, innovative products by High Caliber Line. Calibre International, a valued supplier of promotional products, offers innovative ideas at unbeatable prices!",Warm,,00550000000vRURAA2,2/23/2008 17:25,00550000000vRUqAAM,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,7/14/2008 0:00,,,,,,,,,
0015000000Mc664AAB,0,,Anritsu Company,Customer,000000000000000AAA,490 Jarvis Drive,"Morgan Hill, CA",CA,95037-4416,,,,,Same,,,,,,,,(408) 778-2000,,A,,,Electronics,776100000,4000,,,"Anritsu makes a wide range of electronic products for the communications and industrial markets. The company's primary business is test and measurement instruments used by telecom carriers, equipment makers, and construction contractors worldwide to evaluate their optical, digital, and wireless systems. Anritsu also makes communications and networking systems and components for broadband Internet access, optical networking, and wireless communications. Subsidiary Anritsu Industrial Solutions is a manufacturer of industrial automation products, including metal detectors, X-ray inspection equipment, and checkweighers used by food and pharmaceutical manufacturers.",,,0055000000139EwAAI,2/27/2008 22:59,00550000000vRUNAA2,6/17/2014 18:46,00550000000vRURAA2,6/17/2014 18:46,,,,,,,,,,
0015000000Mc66EAAR,0,,Axys Pharmaceuticals,Customer,000000000000000AAA,180 Kimball Way,"South San Francisco, CA  94080",,,,,,,Same,,,,,,,,,,,,,,,,,,,,,0055000000139EwAAI,2/27/2008 22:59,00550000000vRUNAA2,6/17/2014 18:47,00550000000vRURAA2,6/17/2014 18:47,,,,,,,,,,
0015000000Mc674AAB,0,,Disman Bakner,Customer,000000000000000AAA,883 N. Shoreline,"Mountain View, CA   94043",,,,,,,,,,,,,,,,,,,,,,,,,,,,00550000000vRUNAA2,2/27/2008 22:59,00550000000vRUNAA2,6/17/2014 16:37,00550000000vRURAA2,6/17/2014 16:37,,,,,,,,,,
0015000000Mc684AAB,0,,Lam Research,Customer,000000000000000AAA,4650 Cushing Parkway,"Fremont, CA   94538",,,,,,,,,,,,,,,,,A,,,,,,,,,,,0055000000139EwAAI,2/27/2008 22:59,00550000000vRUNAA2,6/17/2014 19:03,00550000000vRURAA2,6/17/2014 19:03,,,,,,,,,,
0015000000Mc68MAAR,0,,Mentor Graphics Corporation,Customer,000000000000000AAA,8005 SW Boeckman Road,"Wilsonville, OR   97070",,,,,,,Same,,,,,,,,,,A,,,,,,,,,,,0055000000139EwAAI,2/27/2008 22:59,00550000000vRUNAA2,6/17/2014 19:10,00550000000vRURAA2,6/17/2014 19:10,,,,,,,,,,
0015000000Mc69DAAR,0,,Seagate,Customer,000000000000000AAA,920 Disc Dr.,Scotts Valley,CA,95066,,,,,,,,,,,,,(831) 438-6550,(831) 429-6356,A,www.seagate.com,,Manufacturing,11360000000,54000,Public,STX,"hoover's: Seagate Technology knows that if you want to survive in the storage market, you'd better have drive. The company is a leading independent maker of rigid disk drives (or hard drives) used to store data in computers. Its drives are used in systems ranging from personal computers and consumer electronics to high-end servers and mainframes. Seagate sells directly to computer manufacturers and through distributors. About 65% of Seagate's sales are to computer hardware manufacturers, which include Hewlett-Packard (16% of sales in fiscal 2007), Dell, EMC, IBM, and Sun Microsystems; distributors and retailers account for the rest.",,,00550000000vRUNAA2,2/27/2008 22:59,00550000000vRUNAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,4/14/2008 0:00,,,,,,,,,
0015000000Mc69PAAR,0,,"Sun U Microsystems, Inc.",Customer,0015000000J2YB9AAN,P.O. Box 7550,"Mountain View, CA 94039-7550",,,,,,,cc:  Kathy Tanke (303/272-5213) Sun Microsystems MSUBRM05-228,500 El Dorado Blvd.,,,,,,,,,A,,,,,,,,,,,00550000000vRURAA2,2/27/2008 22:59,00550000000vRUNAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,,,,,,,,,,
0015000000Mc69SAAR,0,,Synopsys Inc.,Customer,000000000000000AAA,700 East Middlefield Rd. Bldg. C,"Mountain View, CA  94043--4033",,,,,,,Bruce Lewis Synopsys 700 East Middlefield Road,"Mountain View, CA  94043-4033",,,,,,,,(650) 584-4060 traci p.,tracip@synopsys.com(acct?),,,,,,,,,,,0055000000139EwAAI,2/27/2008 22:59,00550000000vRUNAA2,6/17/2014 19:24,00550000000vRURAA2,6/17/2014 19:24,,,,,,,,,,
0015000000Mc69nAAB,0,,ZMD America,Customer,000000000000000AAA,3045 Freedom Circle #550,"Santa Clara, CA   95054",,,,,,,Same,,,,,,,,,,,,,,,,,,,,,00550000000vRURAA2,2/27/2008 22:59,00550000000vRUNAA2,6/17/2014 17:09,00550000000vRURAA2,6/17/2014 17:09,,,,,,,,,,
0015000000MdWyUAAV,0,,Choice Point,Prospect,000000000000000AAA,1200 Bluegrass Parkway,Alpharetta,GA,30004,,,,,,,,,,,,,,,,www.choicepoint.com,6411,,919000000,5500,Public,CPS,"Since 1997 ChoicePoint has been a leading provider of decision-making technology and information that helps reduce fraud and mitigate risk.  ChoicePoint has grown from the nation's premier source of data to the insurance industry into the premier provider of decision-making insight to businesses and government. Through the identification, retrieval, storage, analysis and delivery of data, ChoicePoint serves the informational needs of businesses of all sizes, as well as federal, state and local government agencies.  ChoicePoint keeps abreast of the issues and trends in anticipation of what we believe to be a future opportunity of risk assessment information delivery. The Company strives to build and sustain long-term relationships through always understanding its customers' needs, while responding effectively with products and services that reflect changing industry concerns and dynamics. In addition, ChoicePoint strongly promotes the responsible use of information as a fundamental plank of its business model, including strict standards regarding the use and dissemination of personal information.  Headquartered outside of Atlanta, ChoicePoint employs approximately 5,500 people in nearly 60 locations. ChoicePoint shares are traded on the New York Stock Exchange under the symbol CPS.",,,00550000000vRUNAA2,3/20/2008 21:22,00550000000vRUqAAM,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,8/5/2008 0:00,,,,,,,,,
0015000000MdZ9MAAV,0,,Centerline Drivers,Customer,0015000000OGKSKAA5,1600 E. 4th St.,Santa Ana,CA,92701,,,,,,,,,,,,,(714) 541-5415,,,tlcdrivers.com,,Transportation,30000000,,Subsidiary,,Temporary and employee leasing for truck drivers. Acquired by True Blue and part of the skilled services (CLP) division.,,,00550000000vRURAA2,3/21/2008 16:27,00550000000vRURAA2,6/17/2014 19:26,00550000000vRURAA2,6/17/2014 19:26,10/16/2008 0:00,,,,,,,,,
0015000000MvrzFAAR,0,,Google,Prospect,000000000000000AAA,1600 Amphitheatre Parkway,Mountain View,CA,94043,,,,,,,,,,,,,,,,,,Technology,,,Public,,,Hot,,00550000000vRUNAA2,4/7/2008 20:49,00550000000vRUqAAM,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,7/18/2008 0:00,,,,,,,,,
0015000000MwYnDAAV,0,,Microsoft,Customer,000000000000000AAA,,,,,,,,,,,,,,,,,,,,www.microsoft.com,,Technology,,50000,Public,MSFT,,,,00550000000vRUNAA2,4/11/2008 18:41,00550000000vRUqAAM,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,4/11/2008 0:00,,,,,,,,,
0015000000MwpG2AAJ,0,,Ocean Mist Farms,Prospect,000000000000000AAA,10855 Ocean Mist Pkwy,Castroville,CA,95012,,,,,,,,,,,,,(831) 633-2144,,,www.oceanmist.com,,Agriculture,,,Private,,"The company operates a vegetable farm in Monterey, California, where it harvests, packs, and ships a full assortment of fresh produce, including its flagship crop, artichokes. Its products are available throughout the US. Ocean Mist Farms was founded as the California Artichoke & Vegetable Growers Corporation in 1924 by the Pieri and Tottino families, descendants of which are still involved in the company's operations. (from Hoover's)",,,00550000000vRURAA2,4/14/2008 18:43,00550000000vRURAA2,6/17/2014 19:12,00550000000vRURAA2,6/17/2014 19:12,1/15/2009 0:00,,,,,,,,,
0015000000NJ8gZAAT,0,,"Linksys, a division of Cisco Systems.",Prospect,000000000000000AAA,,,,,,,,,,,,,,,,,,,,www.linksys.com,5065,,440000000,350,,,"Sales,Marketing,Business Development,",,,0055000000139EwAAI,5/29/2008 17:08,00550000000vRUNAA2,6/17/2014 19:04,00550000000vRURAA2,6/17/2014 19:04,,,,,,,,,,
0015000000NJ8hnAAD,0,,Verizon Communications Inc.,Prospect,000000000000000AAA,,,,,,,,,,,,,,,,,,,,www.verizon.com,7389,,192000000,90,,,"Sales,Marketing,",,,00550000000vRUNAA2,5/29/2008 17:08,00550000000vRUNAA2,6/17/2014 17:06,00550000000vRURAA2,6/17/2014 17:06,,,,,,,,,,
0015000000NJ8hrAAD,0,,Waste Connections Inc,Prospect,000000000000000AAA,,,,,,,,,,,,,,,,,,,,www.wcnx.org,4953,,1200000,3768,Public,WCN,"Business Development,Other,",,,0055000000139EwAAI,5/29/2008 17:08,00550000000vRUNAA2,6/17/2014 19:30,00550000000vRURAA2,6/17/2014 19:30,,,,,,,,,,
0015000000Nk4lRAAR,0,,Magic Software,Partner,000000000000000AAA,"23046 Avenida de la Carlota, Suite 300",Laguna Hills,CA,92653,,,,,,,,,,,,,(949) 250-1718,,,http://www.magicsoftware.com,,Technology,,,,,,,,00550000000vRURAA2,6/10/2008 22:28,00550000000vRUqAAM,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,,,,,,,,,,
0015000000NmSunAAF,0,,Wilson Learning Corporation,Partner,000000000000000AAA,8000 West 78th Street Suite 200,Edina,MN,55439,US,,,,,,,,,,,,(800) 328-7937,,,http://wilsonlearning.com/,,Education,,,,,,,https://asp.wilsonlearning.com/ResourceCenter/default.asp,00550000000vRUNAA2,6/27/2008 16:52,00550000000vRUqAAM,4/22/2014 21:59,00550000000vRUNAA2,10/2/2020 17:21,10/5/2020 0:00,,,,,,,,,
0015000000NmjhSAAR,0,,Structural Integrity Associates,Customer,000000000000000AAA,"5215 Hellyer, Suite 210",San Jose,CA,95138,,,,,,,,,,,,,408-978-8200,408-978-8964,,www.structint.com,,,32000000,234,Private,,"SI is an engineering consulting firm dedicated to the analysis, control, and prevention of structural failures. The company was founded in 1983 in San Jose, CA, and in the intervening years has opened branch offices throughout the U.S. and Canada, as well as overseas affiliates.",,,00550000000vRURAA2,7/2/2008 15:33,00550000000vRUqAAM,6/17/2014 0:24,00550000000vRURAA2,2/2/2017 4:17,3/26/2014 0:00,,,,,,,,,
0015000000Nmze7AAB,0,,American Solutions for Business,Prospect,000000000000000AAA,2305 Circadian Way,Santa Rosa,CA,95407,,,,,,,,,,,,,(800) 325-3120,,,,,Other,240000000,,Private,,,,,00550000000vRUNAA2,7/7/2008 23:57,00550000000vRURAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,9/15/2009 0:00,,,,,,,,,
0015000000ODQaYAAX,0,,Farm Bureau Life Financial Services,Prospect,000000000000000AAA,,Midland,MI,,,,,,,,,,,,,,,,,,,Finance,,,,,Lead from Jim Horan,,,00550000000vRUNAA2,7/16/2008 16:56,00550000000vRURAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,12/4/2008 0:00,,,,,,,,,
0015000000OGKSKAA5,0,,"TrueBlue, Inc.",Customer,000000000000000AAA,1015 A St.,Tacoma,WA,98402,,,,,,,,,,,,,,,,www.trueblue.com,,Staffing,1800000000,4000,Public,TBI,"Parent company of Labor Ready, CLP Resources, Spartan Staffing, Centerline, and PlaneTechs",,,00550000000vRURAA2,8/4/2008 22:15,00550000000vRUqAAM,1/9/2019 23:01,00550000000vRURAA2,5/21/2019 23:57,5/29/2019 0:00,,,,,,,,,
0015000000OVM8JAAX,0,,PlaneTechs,Customer,0015000000OGKSKAA5,"1520 Kensington Rd, Suite 311",Oak Brook,IL,60523,,,,,,,,,,,,,(630) 990-8804 (,(630) 990-8832,,www.planetechs.com,,Other,,,,,,,,00550000000vRURAA2,9/8/2008 17:47,00550000000vRUqAAM,6/17/2014 16:58,00550000000vRURAA2,6/17/2014 16:58,9/9/2008 0:00,,,,,,,,,
0015000000OtVvZAAV,0,,State of Oregon,Prospect,000000000000000AAA,,,,,,,,,,,,,,,,,,,,,,Government,,,,,,,,00550000000vRURAA2,10/21/2008 18:19,00550000000vRUqAAM,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,11/16/2009 0:00,,,,,,,,,
0015000000PER32AAH,0,,Somanetics,Prospect,000000000000000AAA,1653 E. Maple Rd.,Troy,MI,48083,,,,,,,,,,,,,(248) 689-3050,,,somanetics.com,,Healthcare,,,,,"Somanetics Corporation is a publicly-traded (Nasdaq: SMTS) medical device business located in Troy, Michigan.  Somanetics develops, manufactures and markets the INVOS® Cerebral/Somatic Oximeter, a non-invasive patient monitoring system that continuously measures changes in the blood oxygen levels in the brain and elsewhere in the body in patients with or at risk for restricted blood flow.  Surgeons, anesthesiologists and other medical professionals can use the information provided by the INVOS System, in conjunction with other available information, to identify oxygen imbalances in tissues beneath the sensor and take necessary corrective action, potentially improving patient outcomes and reducing the costs of care.  Somanetics supports its customers through a direct U.S. sales force and clinical education team. Covidien markets INVOS System products in Europe, Canada, the Middle East and South Africa and Edwards Lifesciences represents INVOS System products in Japan.  Somanetics has a solid base of intellectual property and a strong foundation of clinical research.",,,0055000000139EwAAI,11/19/2008 19:07,00550000000vRURAA2,6/17/2014 19:22,00550000000vRURAA2,6/17/2014 19:22,11/19/2008 0:00,,,,,,,,,
0015000000PGvK9AAL,0,,Exigen,Customer,000000000000000AAA,,,,,,,,,,,,,,,,,,,,http://www.exigengroup.com/,,,,,,,,,,00550000000vRURAA2,12/5/2008 16:36,00550000000vRUqAAM,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,,,,,,,,,,
